,title,title_label
2124,카카오메이커스 거래액 억 달성임팩트 커머스 도약,1
2125,공구 플랫폼 카카오메이커스 누적 거래액 억 원 달성,0
2126,네이버카카오에 부는 훈풍실적발표 후에도 계속될까,1
2127,코스피 선 반갑다네이버카카오 동반강세에 개미 환호,1
2128, 주춤한 카카오 금융카카오페이 또 적자 전망,1
2129,네이버카카오 나스닥 훈풍에 주가 웃음꽃,1
2130,특징주 나스닥 훈풍에 네이버카카오 동반 강세,0
2131,네이버 카카오  동반 급등다시 성장주 시대 돌아올까,1
2132,코스피 선 출발 네이버카카오 대 개장시황,1
2133,카카오스타일 패션바이카카오 거래액 반년 새 배 증가,1
2134,카카오스타일 패션바이카카오 거래액 배 증가,1
2135,네이버카카오 나스닥 훈풍에 동반 상승,1
2136,특징주 금리인하 기대감에네이버카카오 급등,0
2137,네이버카카오 나스닥 훈풍에 동반 상승,1
2138,카카오스타일 패션바이카카오 거래액 배 증가,1
2139,특징주 금리인하 기대감에네이버카카오 급등,0
2140,마켓인나 팔테니 너도 팔아카카오모빌리티 매각 가를 드래그얼롱,0
2141,카카오엔터프라이즈의  얼굴 인식 기술 글로벌 입지 척척,0
2142,네이버카카오 자율규제 작업 속도연내 최종안 나온다,0
2143,팔리기 싫으면 비단주머니 내놔카카오모빌리티의 딜레마,0
2144,카카오엔터 웹소설 검술명가 막내아들 게임 제작 확정,0
2145,매각 아닌 스텝다운 철회 아닌 유보카카오의 속내는,0
2146,네이버카카오 약세 빅테크 실적 임박나스닥 하락 영향,0
2147,카카오모빌리티 매각 논의 새 국면 맞을까,0
2148,카카오모빌리티 지분 매각 속도조절,0
2149,류긍선 카카오모빌리티 대표 매각 미뤄달라 사회적 책임 방안 월 ,0
2150,카카오모빌리티 지분매각 유보,0
2151,카카오모빌리티 지분매각 추진 유보사회적 책임 이행,1
2152,카카오모빌리티 카카오에 매각 유보 요청사회와 함께 성장할 방안 ,1
2153,카카오모빌리티 매각 유보 논의 중자체 상생안 만들 것,0
2154,기술윤리 공들이는 카카오 알고리즘 투명성 강화,1
2155,카카오 국내 기업 첫 기술윤리위 신설,1
2156,카카오 기술윤리위 신설알고리즘 투명성 강화,0
2157,카카오 국내 기업 최초로 기술윤리 위원회 신설,1
2158,카카오모빌리티 매각 보류 발표에도파트너스 앞마당서 집회 지속,0
2159,대리운전노조 카카오모빌리티 팔지 마라 사회적 책임 다해야,1
2160,대리운전 기사들 카카오 카카오모빌리티 매각 철회하라,0
2161,카카오 기술윤리 위원회 신설건강한 기술 윤리 구축,0
2162,카카오 계열사 들 모여 기술윤리 점검한다,0
2163,카카오 기술윤리 위원회 신설국내 기업 최초,1
2164,삼성전자 네이버 카카오 주식 물렸다면 여윳돈과 이 때가 매수 적기,1
2165,단독 택시 대란에 카카오  벤티 법인택시 년 만에 다시 달린다,1
2166,분기 실적 발표 앞두고네이버 팔고 카카오 사는 개미들,1
2167,행복얼라이언스 카카오메이커스와 방학 중 결식우려아동 지원,1
2168,카카오엔터 웹툰웬소설 게임으로 재탄생한다,0
2169,카카오 결식 우려 아동 돕기 프로젝트 참여,0
2170,카카오모빌리티 카카오에 매각 유보 요청사회와 함께 성장할 방안 내,1
2171,카카오모빌리티 매각 유보 논의 중자체 상생안 만들 것,0
2172,카카오 계열사 들 모여 기술윤리 점검한다,0
2173,카카오 기술윤리 위원회 신설국내 기업 최초,1
2174,삼성전자 네이버 카카오 주식 물렸다면 여윳돈과 이 때가 매수 적기,1
2175,카카오 국내 기업 첫 기술윤리위 신설,1
2176,카카오 기술윤리위 신설알고리즘 투명성 강화,0
2177,카카오 국내 기업 최초로 기술윤리 위원회 신설,1
2178,단독 택시 대란에 카카오  벤티 법인택시 년 만에 다시 달린다,1
2179,분기 실적 발표 앞두고네이버 팔고 카카오 사는 개미들,1
2180,행복얼라이언스 카카오메이커스와 방학 중 결식우려아동 지원,1
2181,카카오엔터 웹툰웬소설 게임으로 재탄생한다,0
2182,카카오 결식 우려 아동 돕기 프로젝트 참여,0
2183,카카오 이르면 연말 오픈채팅 앱 출시비즈니스 모델 강화하나,0
2184,행복얼라이언스 카카오메이커스와 방학 중 결식우려아동 지원,1
2185,카카오엔터 웹툰웬소설 게임으로 재탄생한다,0
2186,카카오 결식 우려 아동 돕기 프로젝트 참여,0
2187,카카오 이르면 연말 오픈채팅 앱 출시비즈니스 모델 강화하나,0
2188,카카오모빌리티 괌 현지 카카오  택시공항 픽업 예약 오픈,0
2189,네이버카카오는 재택하는데게임 개발자들 부글부글,0
2190,실적 먹구름 낀 네이버카카오개발자 확보 전쟁 후유증 온다,0
2191,국내  연합체 탄생카카오부터 스타트업까지 여곳 참여,1
2192,카카오 그라운드 여개 기업과  연합체 꾸렸다,1
2193,네이버카카오의 보험 야심작어떤게 더 좋을까 보험톡톡,1
2194,네이버카카오가 반한 물류 자동화 스타트업 억 추가 유치,0
2195,카카오 그라운드 여개 기업과  연합체 꾸렸다,1
2196,상반기는 예열이었나 카카오 올해 성장 동력 하반기 시동,0
2197,특징주 나스닥 훈풍에 네이버 대 강세카카오  가까이 상승,1
2198,마켓인카카오모빌리티 지분 매각 열쇠카카오엔 없다,0
2199,첫 구내식당서 점심 먹고 마사지 받아요카카오 신사옥 가보니르포,1
2200,늘 카카오보다 빨랐던 네이버 실적발표 늦춘다 아이티라떼,0
2201,특징주 네이버카카오 나스닥 급등에 대 ,1
2202,코스피 선 회복 네이버카카오 동반 상승 개장시황,1
2203,네이버카카오 동반 상승나스닥 반등에 함박웃음,1
2204,특징주 네이버카카오  대 동반 상승 증시 훈풍,1
2205,네이버카카오 동반 대 강세 오른 나스닥에 웃었다,1
2206,부꾸미카카오 만원대 오면 물타기 가능탈출 시점은,0
2207,시험대 오른 카카오 투톱모빌리티 지분매각 돌파구 찾나,1
2208,카카오 뉴 리더십 시험대 모빌리티 매각 진퇴양난,1
2209,이슈분석 흔들리는 카카오스톡그랜트 언급했지만 공동체 위기,0
2210,카카오엔터프라이즈 올 상반기 글로벌  학회에 논문 건 등재,0
2211,카카오 주가 괜찮을까모빌리티게임스토리에 달렸다,0
2212,금융투자 카카오 분기 실적 부진목표가 만원 하향,0
2213,카카오 영업익 컨센서스 소폭 하회목표가,0
2214,클릭 종목 카카오 올해 하반기 나아질까,0
2215,카카오 목표주가 만원만원 뚝콘텐츠에 성장 달렸다,1
2216,웹툰으로 공부한다카카오가 반한 이만배 억 투자유치,0
2217,마켓워치카카오벤처스본엔젤스퓨처플레이스마일게이트인베 지식,0
2218,카카오모빌리티 직원들 카카오 지분 매각 두고 평행선종합,0
2219,류긍선 카카오란 이유로 마녀사냥노조 잘못된 문제인식,0
2220,카카오모빌리티 직원들 카카오 지분 매각 두고 평행선,0
2221,카카오 경영진 메신저 회사에서 택시회사 운영 안 맞아,0
2222,매각 향방은카카오 오늘 모빌리티 전직원과 간담회,1
2223,카카오 코인 지갑 별도 앱으로만 이용자 모을 것,0
2224,카카오가 만든  영어학습 앱  출시,0
2225,우린 연구만계열사 돕던 카카오브레인 직접  앱 내놨다,0
2226, 금리인상 과도네이버 장중 대 카카오도 상승,1
2227,클릭 종목 카카오 올해 하반기 나아질까,0
2228,카카오 목표주가 만원만원 뚝콘텐츠에 성장 달렸다,1
2229,마켓워치카카오벤처스본엔젤스퓨처플레이스마일게이트인베 지식,0
2230,카카오모빌리티 직원들 카카오 지분 매각 두고 평행선종합,0
2231,류긍선 카카오란 이유로 마녀사냥노조 잘못된 문제인식,0
2232,카카오모빌리티 직원들 카카오 지분 매각 두고 평행선,0
2233,카카오 경영진 메신저 회사에서 택시회사 운영 안 맞아,0
2234,매각 향방은카카오 오늘 모빌리티 전직원과 간담회,1
2235,카카오 코인 지갑 별도 앱으로만 이용자 모을 것,0
2236,카카오가 만든  영어학습 앱  출시,0
2237,우린 연구만계열사 돕던 카카오브레인 직접  앱 내놨다,0
2238, 금리인상 과도네이버 장중 대 카카오도 상승,1
2239,대 경쟁 뚫은 카카오 브런치북 단행본으로 만나본다,0
2240, 금리인상 피하나 힘 받는 기술주네이버카카오도 상승세,0
2241,카카오 홍은택 남궁훈 돕는 역할김범수 복심 아무도 없는 듯,0
2242,계열사 직원은 점심 값 배 내라카카오 또 시끌시끌 황정수의,0
2243,대 경쟁 뚫은 카카오 브런치북 단행본으로 만나본다,0
2244, 금리인상 피하나 힘 받는 기술주네이버카카오도 상승세,0
2245,매각 향방은카카오 오늘 모빌리티 전직원과 간담회,1
2246,우린 연구만계열사 돕던 카카오브레인 직접  앱 내놨다,0
2247,카카오 홍은택 남궁훈 돕는 역할김범수 복심 아무도 없는 듯,0
2248,계열사 직원은 점심 값 배 내라카카오 또 시끌시끌 황정수의,0
2249,지엔씨에너지 카카오 데이터센터 발전기 공급계약 수주,0
2250,네이버카카오 분기 실적 성장세 둔화하반기 반등 기대해도 될까,1
2251, 초복 전야제 카카오 쇼핑 라이브 진행,0
2252,공동단독각자 카카오의 잇단 리더십 개편왜,0
2253,카카오 사회적책임 강화 나섰다 남궁훈홍은택 투톱체제로 전환,1
2254,카카오 투톱 체제로 홍은택 대표 신규 선임,0
2255,카카오 새 각자 대표에 김범수 복심 홍은택 선임,1
2256,속사정 복잡한 카카오 달 반 만에 다시 투톱 체제,1
2257,카카오 남궁훈홍은택 각자대표 전환 강화,1
2258,카카오 투톱 체제로 전환남궁훈홍은택 각자 대표체제로,0
2259,카카오 남궁훈홍은택 투톱 체제로 경영 강화,0
2260,카카오 원톱투톱체제로 전환사회적책임에 무게 더 싣는다,0
2261,카카오모빌리티 괌 현지 카카오 서비스 본격화,0
2262,지에스아이엘 유티씨 카카오텔레콤 펀드 등 억 투자 유치,0
2263,카카오 억 규모 자사주 처분임직원 상여금 지급,0
2264,카카오 억 규모 자사주 처분 결정임직원 상여금 지급,0
2265,홈플러스에 카카오까지노조 벽 부딪힌 파트너스,0
2266,카카오 남궁훈홍은택 각자대표 전환사회적책임 강화 차원,1
2267,카카오 각자대표로 전환남궁훈 단독대표 선임 이후 개월만,0
2268,보카카오 홍은택 센터장 신임대표로 선임,0
2269, 물가 충격에 카카오 형제 일제히 급락카카오뱅크 ,1
2270,특징주 카카오+금융계열사 실적 악화금리인상에 하락,0
2271,카카오 목표주가 만만미래,1
2272, 물가 쇼크에 코스피 하락 네이버카카오 약세 개장시황,0
2273,카카오 투톱 체제로 전환남궁훈홍은택 각자 대표체제로,0
2274,카카오 남궁훈홍은택 투톱 체제로 경영 강화,0
2275,카카오 원톱투톱체제로 전환사회적책임에 무게 더 싣는다,0
2276,카카오 남궁훈홍은택 각자대표 전환사회적책임 강화 차원,1
2277,카카오 각자대표로 전환남궁훈 단독대표 선임 이후 개월만,0
2278,보카카오 홍은택 센터장 신임대표로 선임,0
2279, 물가 충격에 카카오 형제 일제히 급락카카오뱅크 ,1
2280,특징주 카카오+금융계열사 실적 악화금리인상에 하락,0
2281,카카오 목표주가 만만미래,1
2282, 물가 쇼크에 코스피 하락 네이버카카오 약세 개장시황,0
2283,특징주  충격에 성장주 우려네이버카카오 또 하락,0
2284,카카오엔터 기업공개 막히자 글로벌 서 자금 유치나서,0
2285,한발 물러선 카카오카톡 아웃링크 삭제키로,0
2286,구글에 반기 카카오 작전상 후퇴결제 아웃링크 뺀다,0
2287,인건비마케팅비 발목네이버 카카오 분기도 기대치 미달,0
2288,특징주  충격에 성장주 우려네이버카카오 또 하락,0
2289,카카오엔터 기업공개 막히자 글로벌 서 자금 유치나서,0
2290,한발 물러선 카카오카톡 아웃링크 삭제키로,0
2291,구글에 반기 카카오 작전상 후퇴결제 아웃링크 뺀다,0
2292,인건비마케팅비 발목네이버 카카오 분기도 기대치 미달,0
2293,한경라씨로 카카오 계열사 넵튠 자회사 덕분에 상한가,0
2294,상반기 삼성전자 시총 조 증발카카오 그룹주 조 넘게 쪼그라들,0
2295,카카오 분기 실적 하회 전망목표가 만원만천원 현대,1
2296,카카오 목표가  하향전방시장 성장률 둔화현대차,0
2297,카카오 하반기 중 강한 반등 트리거 찾기 어려워목표주가 ,1
2298,카카오 주가 밸류 메리트 낮아목표가 만만원 현대,1
2299,카카오 낮아진 성장률밸류메리트도 크지 않아현대차,1
2300,카카오모빌리티 팔리면 억 상생안 어떻게 될까카카오모빌리티 매,0
2301,매각설에 표절 의혹까지카카오 공모 기대주 잇단 잔혹사,0
2302,모빌리티 팔려는 카카오 목표가 줄하향,0
2303,카카오 주가 밸류 메리트 낮아목표가 만만원 현대차,1
2304,카카오 낮아진 성장률밸류메리트도 크지 않아현대차,1
2305,카카오모빌리티 팔리면 억 상생안 어떻게 될까카카오모빌리티 매,0
2306,매각설에 표절 의혹까지카카오 공모 기대주 잇단 잔혹사,0
2307,모빌리티 팔려는 카카오 목표가 줄하향,0
2308,덴탈플랫폼 오랄핏 카카오벤처스로부터 투자 유치 성공,0
2309,카카오엔터 산돌과 창작자 폰트 지원 사업 확대,0
2310,카카오웹툰 작가 모든 산돌 폰트 활용 가능해진다,0
2311,상장 앞둔 산돌 카카오웹툰에 폰트 무료 제공,0
2312,카카오 목표가 낮추는 증권가영업이익 컨센서스 하회 예상,0
2313,특징주 카카오  넘게 하락목표가 줄하향도 이어져,0
2314,카카오모빌리티 주행 거리만큼 내는 운전자 보험 공개,0
2315,사회적 우려 해결했는데카카오모빌리티 파는 진짜 이유는카카오모빌,0
2316,카카오모빌리티 주행 거리만큼 내는 운전자 보험 공개,0
2317,상장 앞둔 산돌 카카오웹툰에 폰트 무료 제공,0
2318,사회적 우려 해결했는데카카오모빌리티 파는 진짜 이유는카카오모빌,0
2319,카카오 목표가 만만원내년 성과는 기대 대신 ,0
2320,카카오 광고커머스 시장 둔화 예상목표가 한국,0
2321,카카오 낮아지는 기업가치목표가대신,1
2322,클릭 종목카카오 모빌리티 매각 지분가치에 부정적목표가,0
2323,마켓인가 카카오모빌리티 노리는 이유복선에 답이 있다,0
2324,카카오  기술 신약 개발에 투입한다,0
2325,영상카카오노조 모빌리티 매각반대협상중단사회적책임 다해야,0
2326,카카오 노조 모빌리티 매각사회적 책임 포기,0
2327,불붙는 모빌리티 매각 갈등카카오노조 기자회견 이어 대규모 집,0
2328,카카오모빌리티 노조 동상이몽노사 갈등 고조,0
2329,모빌리티 매각에 반기 든 카카오 노조 사회적 책임경영 먼저,1
2330,종목속으로 차 떼고 포 떼고카오 버티는 카카오,1
2331,에 모빌리티 매각 반대 카카오 노조 오늘 기자회견,0
2332,카카오 노조 모빌리티 매각사회적 책임 포기,0
2333,불붙는 모빌리티 매각 갈등카카오노조 기자회견 이어 대규모 집,0
2334,카카오모빌리티 노조 동상이몽노사 갈등 고조,0
2335,모빌리티 매각에 반기 든 카카오 노조 사회적 책임경영 먼저,1
2336,종목속으로 차 떼고 포 떼고카오 버티는 카카오,1
2337,에 모빌리티 매각 반대 카카오 노조 오늘 기자회견,0
2338,단독모빌리티 매각 내홍 잦아들까카카오 전 직원 목소리 듣는다,0
2339,카카오 분기 영업익 컨센서스 미달목표가 만만원 이,0
2340,카카오 모빌리티 매각 동상이몽,0
2341,모빌리티 매각설 진통 지속카카오 다시 폭풍전야,1
2342,카카오 지분 매각 후 대주주 전환 시나리오 공개카카오모빌리티 매각,0
2343,이제 볕드나 했더니 주르륵카카오 반등장 속 나홀로 급락,0
2344,이제 다음 아이디로 로그인 안됩니다월 카카오로 통폐합,0
2345,카카오내비 기록만큼 돈내는 운전자보험 판다 당 원,0
2346,운전 안 하면 원 카카오모빌리티 주행한 만큼 내는 운전자보험 ,0
2347,안 탈 땐 꺼두세요카카오모빌리티 운전한 만큼 내는 보험 선보여,0
2348,구글카카오 인앱결제 갈등 실마리는,0
2349,영상방통위 카카오구글 자대면결제문제 해결 노력,0
2350,네이버카카오쿠팡 만난 총리데이터 법 개선안 신속히 마련,1
2351,자사주 판 네이버 임원 사들인 카카오,0
2352,카카오 지분 매각 후 대주주 전환 시나리오 공개카카오모빌리티 매각 ,0
2353,이제 볕드나 했더니 주르륵카카오 반등장 속 나홀로 급락,0
2354,이제 다음 아이디로 로그인 안됩니다월 카카오로 통폐합,0
2355,카카오내비 기록만큼 돈내는 운전자보험 판다 당 원,0
2356,운전 안 하면 원 카카오모빌리티 주행한 만큼 내는 운전자보험 ,0
2357,안 탈 땐 꺼두세요카카오모빌리티 운전한 만큼 내는 보험 선보여,0
2358,구글카카오 인앱결제 갈등 실마리는,0
2359,영상방통위 카카오구글 자대면결제문제 해결 노력,0
2360,네이버카카오쿠팡 만난 총리데이터 법 개선안 신속히 마련,1
2361,자사주 판 네이버 임원 사들인 카카오,0
2362,카카오네이버 만난 한 총리 데이터 규제 개선모든 과제 시급,1
2363,카카오 서울 일러스트레이션 페어 참가이모티콘 창작자 응원,1
2364,클릭 종목카카오 분기는 부진하나 하반기 마진개선 기대,0
2365,아이브가 가요계 휩쓸자카카오엔터가 웃는다 왜,0
2366,카카오 서울 일러스트레이션 페어 참가이모티콘 창작자 응원,1
2367,안 탈 땐 꺼두세요카카오모빌리티 운전한 만큼 내는 보험 선보여,0
2368,클릭 종목카카오 분기는 부진하나 하반기 마진개선 기대,0
2369,아이브가 가요계 휩쓸자카카오엔터가 웃는다 왜,0
2370, 카카오모빌리티 지분 +주 조에 인수 시그널,0
2371,다 올랐네 카카오만 빼고카카오모빌리티 매각 추진에 약세,0
2372,카카오 카카오모빌리티 지분 대 매각 검토 중,0
2373,카카오 카카오모빌리티 지분 대 매각 검토 중,0
2374,카카오 카카오모빌리티 지분 대 매각 검토 중주목 공시,1
2375,카카오 카카오모빌리티 지분 대 매각 검토 중,0
2376,방통위 가운데 두고 얼굴 맞댄 카카오구글인앱결제 실마리 찾을까,0
2377,인앱결제 갈등 조율하나방통위 구글카카오 만난다,0
2378,네이버카카오 작년 보안 투자 투자액의 삼성은 ,0
2379,단독 헤어샵 투자자들 뿔났다카카오에 일내 간담회 요청,0
2380,시그널 외우내환 휩싸인 카카오 빅딜팀 원년 멤버 재영입,1
2381,국내 최초 의료데이터 청산카카오헬스케어 힘준다,1
2382,카카오 카카오모빌리티 지분 대 매각 검토 중,0
2383,카카오 카카오모빌리티 지분 대 매각 검토 중,0
2384,카카오 카카오모빌리티 지분 대 매각 검토 중주목 공시,1
2385,카카오 카카오모빌리티 지분 대 매각 검토 중,0
2386,시그널 외우내환 휩싸인 카카오 빅딜팀 원년 멤버 재영입,1
2387,국내 최초 의료데이터 청산카카오헬스케어 힘준다,1
2388,기름값이 폭락했다   급락하자카카오 주식 웃었,1
2389,단독아웃링크 둘러싼 구글카카오 기싸움 공정위로 공 넘어간다,0
2390,카카오 모빌리티 지분  매각 검토 공지대 주주 되나,0
2391,카카오  모빌리티 매각 반대에 대 팔아 대주주 변경 검토,0
2392,카카오 모빌리티 지분 대 매각 검토 대주주로 남겠다,0
2393,카카오구글 인앱결제 대치 국면에방통위 자대면 자리 만든다,0
2394,카카오 규제이미지 때문에 모빌리티 매각 불가피노조 팔면 성장하,0
2395,카카오모빌리티 매각 반대 운동 재개다시 불붙은 노사 갈등,1
2396,모빌리티와 경영방향 맞지 않다매각으로 기우는 카카오,0
2397,카카오노조 모빌리티 매각 반대 서명운동 재개사측은 매각 의지 확,1
2398,단독 카카오 베팅 코인투자사 루나로 억 날렸다,0
2399,다우키움그룹 금융당국 감독받는다카카오는 내년 유력,0
2400,카카오구글 인앱결제 대치 국면에방통위 자대면 자리 만든다,0
2401,카카오 규제이미지 때문에 모빌리티 매각 불가피노조 팔면 성장하,0
2402,카카오모빌리티 매각 반대 운동 재개다시 불붙은 노사 갈등,1
2403,모빌리티와 경영방향 맞지 않다매각으로 기우는 카카오,0
2404,카카오노조 모빌리티 매각 반대 서명운동 재개사측은 매각 의지 확,1
2405,단독 카카오 베팅 코인투자사 루나로 억 날렸다,0
2406,카카오 모빌리티 지분 대 매각 검토 대주주로 남겠다,0
2407,다우키움그룹 금융당국 감독받는다카카오는 내년 유력,0
2408,카카오 형제 볕드나카카오카뱅카페 사흘째 상승 마감,1
2409,카카오엔터 첫 회사채 발행년 만기 억원 규모,1
2410,카카오메이커스 제가버치 프로젝트 입점 파트너 모집,1
2411,카카오가 농민어민 제값 주고 홍보까지 돕는다,0
2412,카카오메이커스 농축산물 판로 여는 제가버치 파트너 모집,1
2413,핀덴 일 카카오 쇼핑 라이브 론칭,0
2414,특징주 카카오 장 초반 대 강세네이버 하루 만에 반락,0
2415,카카오메이커스 제가버치 프로젝트 입점 파트너 모집,1
2416,카카오가 농민어민 제값 주고 홍보까지 돕는다,0
2417,카카오메이커스 농축산물 판로 여는 제가버치 파트너 모집,1
2418,핀덴 일 카카오 쇼핑 라이브 론칭,0
2419,특징주 카카오 장 초반 대 강세네이버 하루 만에 반락,0
2420,인앱결제 반기 든 카카오 카톡 업데이트 불가 칼 뺀 구글,0
2421,인앱결제 두고 카카오구글 마이웨이소비자는 난감,0
2422,인앱결제 거부 카카오에 나가라는 구글 플랫폼간 갈등 고조,0
2423,현대백 초대형 화면서 카카오엔터 팝 나온다,1
2424,현대백화점면세점 카카오엔터테인먼트와 컬쳐 콘텐츠 제휴,1
2425,매각 불씨 살아있는데카카오 이름 쓰고픈  안된다는 카카오,0
2426,단순하지 않다카카오모빌리티 매각설 둘러싼 경우의 수,0
2427,단독 카카오 지분플랫폼 남기고모빌리티 매각,0
2428,웹소설이 웹툰게임으로 무한확장 네이버카카오 슈퍼 시대 ,1
2429,카카오엔터 억뷰 슈퍼  나혼렙 일본 유명 제작사와 애니메,0
2430,카카오엔터 나혼렙  유명 제작사 손잡고 애니메이션화,1
2431,매각 불씨 살아있는데카카오 이름 쓰고픈  안된다는 카카오,0
2432,단순하지 않다카카오모빌리티 매각설 둘러싼 경우의 수,0
2433,단독 카카오 지분플랫폼 남기고모빌리티 매각,0
2434,웹소설이 웹툰게임으로 무한확장 네이버카카오 슈퍼 시대 ,1
2435,카카오엔터 억뷰 슈퍼  나혼렙 일본 유명 제작사와 애니메,0
2436,카카오엔터 나혼렙  유명 제작사 손잡고 애니메이션화,1
2437,네이버카카오 직원들 부럽네오늘부터 전면 재택근무,0
2438, 카카오 클래스 심화 과정 참가자 모집,0
2439,카카오 소상공인에 톡스토어 활용 노하우 푼다,0
2440,카카오 소상공인 대상 카카오클래스 심화과정 모집톡스토어 활용법,0
2441,카카오  카카오 클래스 심화과정 참가자 모집,0
2442,네이버카카오 일부터 상시 원격근무 돌입,0
2443,네이버 주간일기 챌린지 성공에 카카오도 일상기록 서비스 반격,0
2444,협회 가입한 카카오 손보베타적사용권 협약 신청 수순 밟을 듯,0
2445,동학개미 악몽상반기 코스피  급락 삼전 카카오 신저가,0
2446,카카오  카카오 클래스 심화과정 참가자 모집,0
2447,네이버카카오 일부터 상시 원격근무 돌입,0
2448,네이버 주간일기 챌린지 성공에 카카오도 일상기록 서비스 반격,0
2449,협회 가입한 카카오 손보베타적사용권 협약 신청 수순 밟을 듯,0
2450,동학개미 악몽상반기 코스피  급락 삼전 카카오 신저가,0
2451,수억원짜리 카톡 프로필 탄생할까 인스타페북 이어 카카오도 이 기,0
2452,카카오 코인원 실명계좌 제휴 임박 가상자산 시장 영향력 커진다,0
2453,브랜드가치 성장률 위는 카카오 순위는 네이버텔레콤카카오 ,0
2454,삼성전자네이버카카오 더 빠진다 지금은 여기에 주목할 때,1
2455,국민주서 근심주로 전락한 카카오주가 회복 가능할까,0
2456,카카오엔터프라이즈 서비스형 인프라로  통과,0
2457,카카오손보 협회 회원 가입 완료유일 디지털손보 정회원사 등록,1
2458,모빌리티 매각설 진통 카카오  컨트롤타워 역할 커졌다,1
2459,모빌리티 매각설 후 어깨 무거워진 카카오 컨트롤타워 역할 증명,1
2460, 정확도 높아질 것티맵카카오모빌리티도 주목,1
2461,안전보건공단 카카오와 대리기사 건강진단 지원,0
2462,카카오모빌리티 대리운전 기사 대상 건강검진 무상 지원,0
2463,카카오모빌리티 대리기사 건강검진 및 상담 무상 지원일템,0
2464,카카오모빌리티 매각설 두고 노조와 소통 나선 카카오,0
2465,모빌리티 매각 논란에카카오 노사 긴급 회동,0
2466,카카오 경영진노조 긴급회동모빌리티 매각설 새 국면,0
2467,대학생이 가장 일하고 싶은 기업은카카오 년 연속 위,1
2468,매각설 나오는 카카오모빌리티에 무슨 일이,0
2469,카카오 노조 카카오모빌리티 매각 반대김범수 센터장 직접 나서라,0
2470,카카오  플랜 이상 신호잇따른 리스크 어쩌나,0
2471,카카오셀트리온생건위기 속 더 돋보이는 의 힘,1
2472,카카오 경영진노조 긴급회동모빌리티 매각설 새 국면,0
2473,대학생이 가장 일하고 싶은 기업은카카오 년 연속 위,1
2474,매각설 나오는 카카오모빌리티에 무슨 일이,0
2475,카카오 노조 카카오모빌리티 매각 반대김범수 센터장 직접 나서라,0
2476,카카오  플랜 이상 신호잇따른 리스크 어쩌나,0
2477,카카오셀트리온생건위기 속 더 돋보이는 의 힘,1
2478,프런티어 카카오 한국어 이해력 최고찰떡같이 알아듣죠,1
2479,카카오웹툰 야구 웹툰 기프트 드라마 제작 확정,0
2480,카카오 골프게임 멤버십 로 나온다,0
2481,삼성전자 카카오 주식 바닥모를 추락에 커진 적정주가 괴리,0
2482,네이버카카오 성장성에 베팅 우량채로 리스크 관리까지 이런 펀드 어,0
2483,싸이월드는 사망한 회원 사진 유족 준다는데네이버카카오는,0
2484,네이버카카오 성장성에 베팅 우량채로 리스크 관리까지 이런 펀드 어,0
2485,싸이월드는 사망한 회원 사진 유족 준다는데네이버카카오는,0
2486,같은 카카오인데 새 근무제 놓고 계열사 방글 본사 부글 왜 ,0
2487,먹튀그룹 오명 남기지 말라카카오 노조 뿔난 이유 배성수의 다,0
2488,개미 금기어 된 삼전카카오반려주식 죽기 전엔 팔 수 있을까,1
2489,카카오 노조 모빌리티 매각 반대김범수 면담 요청,0
2490,김범수 나와라 카카오 노조 모빌리티 매각 반대 단체행동 본격화,0
2491,단단히 뿔난 카카오노조카카오모빌리티 매각 반대 서명운동 나선다,0
2492,김범수 대주주가 나서라카카오노조 모빌리티 매각 면담요청,1
2493,카카오도  증시 모처럼 웃었다급반등 분위기 언제까지,0
2494,카카오 시총 위 탈환네이버와 나란히 대 반가운 상승,1
2495, 카카오와 전통시장 소상공인 디지털 교육 지원,0
2496, 카카오카카오임팩트신영시장 상인회와 함께 소신상인 프로,0
2497,네이버  카카오 페이 전쟁 승자는 누구,0
2498,김범수 대주주가 나서라카카오노조 모빌리티 매각 면담요청,1
2499, 카카오와 전통시장 소상공인 디지털 교육 지원,0
2500, 카카오카카오임팩트신영시장 상인회와 함께 소신상인 프로,0
2501,네이버  카카오 페이 전쟁 승자는 누구,0
2502,카카오 장중 만원선 회복 코스피 시총 위 탈환 증시이슈,0
2503,반발 매수에 상승 삼성전자네이버카카오  개장시황,0
2504,마이샵 카카오  골프연습장 창업 방송에 상담신청 급증,0
2505,   만전자 반토막카카오추락하는 국,0
2506,개월만에 구독자 네이버식 구독 서비스 카카오 빈틈 잘 노,1
2507,바사 카카오 증시 충격파 에 집중,0
2508,카카오엔터 얼굴인식기술 대회 키오스크부문 위,0
2509,스윽 스쳐가도 얼굴인식카카오 글로벌 위 올랐다,0
2510,얼굴만 스윽 해도카카오엔터프라이즈  얼굴 인식 기술 대회서,0
2511,카카오엔터 얼굴인식기술 대회 키오스크부문 위,0
2512,스윽 스쳐가도 얼굴인식카카오 글로벌 위 올랐다,0
2513,얼굴만 스윽 해도카카오엔터프라이즈  얼굴 인식 기술 대회서,0
2514,전자 카카오모빌리티와 손잡고 로봇 배송 시동,0
2515,신저가 행진에 올해 시총 조 증발한 카카오 형제개미들 피눈물,1
2516,영상규제보다 자율네이버카카오 혁신 역량 커지나,0
2517,카카오 년 만에 시총 위권 밖으로,1
2518,국민주 네이버카카오의 날개없는 추락,0
